evID,magnitude,ev_lat,ev_lon,ev_depth,strike,dip,rake,src_duration,ns,st_lat,st_lon,azimuth,rhypo,waveform_path,Z_pga,Z_pgv,Z_pgd,E_pga,E_pgv,E_pgd,N_pga,N_pgv,N_pgd,H_pga,H_pgv,H_pgd
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S25,2.062,1.625,281.326,62.979,synthetic_waveforms/Synthetic_4.mseed,-0.761,-0.318,-0.465,-0.970,-0.257,-0.453,-1.101,-0.329,-0.278,-0.919,-0.250,-0.207
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S26,2.284,1.625,300.991,72.021,synthetic_waveforms/Synthetic_4.mseed,-0.615,-0.064,-0.228,-0.907,-0.247,-0.510,-1.120,-0.470,-0.777,-0.838,-0.181,-0.465
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S27,2.507,1.625,315.032,87.343,synthetic_waveforms/Synthetic_4.mseed,-0.579,0.002,-0.203,-0.865,-0.263,-0.513,-0.904,-0.317,-0.345,-0.761,-0.139,-0.330
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S28,2.729,1.625,324.496,106.262,synthetic_waveforms/Synthetic_4.mseed,-0.596,-0.040,-0.254,-0.840,-0.220,-0.370,-0.892,-0.345,-0.312,-0.740,-0.132,-0.312
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S29,2.951,1.625,330.979,127.183,synthetic_waveforms/Synthetic_4.mseed,-0.629,-0.066,-0.250,-1.018,-0.200,-0.302,-0.837,-0.347,-0.444,-0.790,-0.145,-0.241
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S30,0.951,1.847,198.434,117.215,synthetic_waveforms/Synthetic_4.mseed,-0.509,0.053,-0.019,-1.122,-0.400,-0.474,-0.734,-0.079,-0.182,-0.716,-0.058,-0.173
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S31,1.173,1.847,203.196,94.099,synthetic_waveforms/Synthetic_4.mseed,-0.457,0.126,-0.013,-1.124,-0.427,-0.529,-0.697,-0.024,-0.091,-0.669,0.008,-0.064
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S32,1.396,1.847,210.958,72.049,synthetic_waveforms/Synthetic_4.mseed,-0.417,0.157,0.045,-0.916,-0.287,-0.320,-0.702,-0.061,-0.097,-0.633,0.004,-0.031
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S33,1.618,1.847,224.991,52.427,synthetic_waveforms/Synthetic_4.mseed,-0.428,0.168,0.026,-0.776,-0.128,-0.097,-0.815,-0.088,-0.061,-0.644,0.043,0.071
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S34,1.840,1.847,251.561,39.079,synthetic_waveforms/Synthetic_4.mseed,-0.622,-0.104,-0.138,-0.788,-0.272,-0.090,-0.707,0.071,0.139,-0.691,0.071,0.139
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S35,2.062,1.847,288.451,39.077,synthetic_waveforms/Synthetic_4.mseed,-0.586,-0.069,-0.170,-0.779,-0.051,-0.292,-1.021,-0.318,-0.270,-0.748,-0.042,-0.189
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S36,2.284,1.847,315.026,52.421,synthetic_waveforms/Synthetic_4.mseed,-0.459,0.096,-0.073,-0.752,-0.262,-0.353,-0.797,-0.060,-0.196,-0.635,0.010,-0.196
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S37,2.507,1.847,329.062,72.042,synthetic_waveforms/Synthetic_4.mseed,-0.468,0.068,-0.113,-0.831,-0.349,-0.234,-0.747,-0.094,-0.135,-0.656,-0.042,-0.114
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S38,2.729,1.847,336.825,94.092,synthetic_waveforms/Synthetic_4.mseed,-0.526,0.013,-0.165,-1.024,-0.330,-0.209,-0.720,-0.124,-0.204,-0.687,-0.073,-0.169
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S39,2.951,1.847,341.588,117.208,synthetic_waveforms/Synthetic_4.mseed,-0.556,-0.022,-0.179,-0.955,-0.171,-0.188,-0.767,-0.280,-0.324,-0.717,-0.072,-0.174
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S40,0.951,2.070,186.340,111.889,synthetic_waveforms/Synthetic_4.mseed,-0.493,0.073,-0.046,-1.159,-0.333,-0.262,-0.694,-0.064,-0.166,-0.692,-0.061,-0.165
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S41,1.173,2.070,188.129,87.375,synthetic_waveforms/Synthetic_4.mseed,-0.434,0.144,-0.052,-1.195,-0.407,-0.281,-0.624,0.003,-0.047,-0.624,0.005,-0.047
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S42,1.396,2.070,191.307,63.015,synthetic_waveforms/Synthetic_4.mseed,-0.354,0.253,0.030,-1.024,-0.318,-0.204,-0.575,0.031,0.000,-0.565,0.045,0.010
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S43,1.618,2.070,198.428,39.097,synthetic_waveforms/Synthetic_4.mseed,-0.277,0.312,0.208,-0.886,-0.135,-0.130,-0.478,0.093,0.199,-0.451,0.118,0.231
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S44,1.840,2.070,224.986,17.532,synthetic_waveforms/Synthetic_4.mseed,-0.182,0.408,0.472,-0.340,0.253,0.519,-0.492,0.196,0.538,-0.258,0.376,0.649
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S45,2.062,2.070,315.020,17.532,synthetic_waveforms/Synthetic_4.mseed,-0.199,0.321,0.302,-0.733,-0.179,-0.052,-0.357,0.140,-0.064,-0.338,0.140,0.093
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S46,2.284,2.070,341.579,39.096,synthetic_waveforms/Synthetic_4.mseed,-0.304,0.208,0.107,-0.643,0.080,-0.006,-0.477,0.227,0.134,-0.440,0.244,0.224
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S47,2.507,2.070,348.701,63.014,synthetic_waveforms/Synthetic_4.mseed,-0.396,0.115,0.013,-0.901,-0.120,-0.089,-0.560,0.075,-0.021,-0.529,0.076,0.057
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S48,2.729,2.070,351.879,87.374,synthetic_waveforms/Synthetic_4.mseed,-0.468,0.058,-0.067,-1.042,-0.270,-0.165,-0.623,-0.034,-0.180,-0.609,-0.027,-0.120
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S49,2.951,2.070,353.668,111.888,synthetic_waveforms/Synthetic_4.mseed,-0.538,-0.017,-0.127,-1.013,-0.246,-0.171,-0.718,-0.126,-0.243,-0.672,-0.042,-0.171
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S50,0.951,2.292,173.660,111.889,synthetic_waveforms/Synthetic_4.mseed,-0.506,0.071,-0.118,-1.069,-0.346,-0.187,-0.695,-0.096,-0.221,-0.691,-0.094,-0.167
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S51,1.173,2.292,171.871,87.375,synthetic_waveforms/Synthetic_4.mseed,-0.448,0.137,-0.138,-1.015,-0.281,-0.184,-0.640,-0.048,-0.119,-0.620,-0.036,-0.099
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S52,1.396,2.292,168.693,63.015,synthetic_waveforms/Synthetic_4.mseed,-0.378,0.230,-0.080,-0.918,-0.131,-0.037,-0.563,-0.010,-0.085,-0.555,-0.007,-0.036
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S53,1.618,2.292,161.572,39.097,synthetic_waveforms/Synthetic_4.mseed,-0.305,0.281,-0.040,-0.734,0.076,0.150,-0.455,0.034,0.031,-0.439,0.130,0.150
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S54,1.840,2.292,135.014,17.532,synthetic_waveforms/Synthetic_4.mseed,-0.223,0.341,0.136,-0.450,0.298,0.381,-0.603,-0.008,0.164,-0.373,0.336,0.428
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S55,2.062,2.292,44.980,17.532,synthetic_waveforms/Synthetic_4.mseed,-0.258,0.466,0.389,-0.508,0.311,0.592,-0.414,0.375,0.662,-0.338,0.420,0.769
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S56,2.284,2.292,18.421,39.096,synthetic_waveforms/Synthetic_4.mseed,-0.315,0.282,0.276,-0.978,-0.053,0.048,-0.454,0.070,0.144,-0.436,0.166,0.246
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S57,2.507,2.292,11.299,63.014,synthetic_waveforms/Synthetic_4.mseed,-0.401,0.162,0.105,-1.050,-0.334,-0.134,-0.517,0.048,-0.014,-0.516,0.072,0.047
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S58,2.729,2.292,8.121,87.374,synthetic_waveforms/Synthetic_4.mseed,-0.469,0.064,-0.002,-1.153,-0.441,-0.275,-0.597,-0.030,-0.155,-0.596,-0.027,-0.133
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S59,2.951,2.292,6.332,111.888,synthetic_waveforms/Synthetic_4.mseed,-0.540,0.000,-0.086,-1.241,-0.456,-0.278,-0.677,-0.074,-0.205,-0.671,-0.053,-0.201
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S60,0.951,2.514,161.566,117.215,synthetic_waveforms/Synthetic_4.mseed,-0.545,0.045,-0.227,-0.968,-0.436,-0.214,-0.742,-0.144,-0.349,-0.703,-0.118,-0.166
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S61,1.173,2.514,156.804,94.099,synthetic_waveforms/Synthetic_4.mseed,-0.499,0.098,-0.263,-0.981,-0.354,-0.249,-0.704,-0.160,-0.295,-0.665,-0.119,-0.193
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S62,1.396,2.514,149.042,72.049,synthetic_waveforms/Synthetic_4.mseed,-0.477,0.118,-0.261,-0.914,-0.328,-0.195,-0.667,-0.186,-0.306,-0.621,-0.140,-0.194
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S63,1.618,2.514,135.009,52.427,synthetic_waveforms/Synthetic_4.mseed,-0.482,0.115,-0.194,-0.756,-0.239,-0.216,-0.759,-0.242,-0.479,-0.624,-0.167,-0.216
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S64,1.840,2.514,108.439,39.079,synthetic_waveforms/Synthetic_4.mseed,-0.644,-0.083,-0.366,-0.745,-0.236,-0.326,-1.019,-0.227,-0.102,-0.729,-0.122,-0.089
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S65,2.062,2.514,71.549,39.077,synthetic_waveforms/Synthetic_4.mseed,-0.632,-0.079,-0.052,-0.799,-0.266,-0.074,-0.693,0.120,0.185,-0.653,0.121,0.189
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S66,2.284,2.514,44.974,52.421,synthetic_waveforms/Synthetic_4.mseed,-0.489,0.106,0.119,-0.729,-0.237,-0.128,-0.793,-0.117,-0.006,-0.608,-0.062,0.067
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S67,2.507,2.514,30.938,72.042,synthetic_waveforms/Synthetic_4.mseed,-0.475,0.119,0.079,-0.937,-0.371,-0.335,-0.707,-0.150,-0.150,-0.643,-0.083,-0.073
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S68,2.729,2.514,23.175,94.092,synthetic_waveforms/Synthetic_4.mseed,-0.543,0.020,-0.029,-1.072,-0.481,-0.471,-0.681,-0.100,-0.155,-0.648,-0.067,-0.112
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S69,2.951,2.514,18.412,117.208,synthetic_waveforms/Synthetic_4.mseed,-0.551,-0.003,-0.067,-1.189,-0.644,-0.504,-0.714,-0.124,-0.232,-0.705,-0.124,-0.218
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S70,0.951,2.736,150.946,127.201,synthetic_waveforms/Synthetic_4.mseed,-0.617,-0.012,-0.364,-1.170,-0.479,-0.319,-0.810,-0.165,-0.445,-0.776,-0.159,-0.233
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S71,1.173,2.736,144.464,106.279,synthetic_waveforms/Synthetic_4.mseed,-0.598,0.007,-0.334,-1.034,-0.521,-0.475,-0.786,-0.198,-0.363,-0.758,-0.197,-0.292
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S72,1.396,2.736,135.004,87.357,synthetic_waveforms/Synthetic_4.mseed,-0.600,0.000,-0.310,-0.841,-0.383,-0.456,-0.887,-0.374,-0.502,-0.732,-0.245,-0.356
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S73,1.618,2.736,120.967,72.031,synthetic_waveforms/Synthetic_4.mseed,-0.654,-0.062,-0.329,-0.837,-0.379,-0.525,-1.071,-0.625,-0.756,-0.773,-0.320,-0.461
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S74,1.840,2.736,101.307,62.983,synthetic_waveforms/Synthetic_4.mseed,-0.788,-0.205,-0.514,-0.925,-0.397,-0.616,-1.074,-0.292,-0.206,-0.915,-0.281,-0.196
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S75,2.062,2.736,78.674,62.979,synthetic_waveforms/Synthetic_4.mseed,-0.810,-0.333,-0.356,-0.932,-0.457,-0.446,-0.872,-0.131,-0.019,-0.872,-0.115,-0.019
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S76,2.284,2.736,59.009,72.021,synthetic_waveforms/Synthetic_4.mseed,-0.647,-0.059,-0.087,-0.827,-0.381,-0.322,-1.066,-0.335,-0.144,-0.811,-0.267,-0.144
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S77,2.507,2.736,44.968,87.343,synthetic_waveforms/Synthetic_4.mseed,-0.593,-0.027,-0.055,-0.803,-0.277,-0.338,-0.910,-0.339,-0.287,-0.700,-0.156,-0.162
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S78,2.729,2.736,35.504,106.262,synthetic_waveforms/Synthetic_4.mseed,-0.615,-0.044,-0.108,-0.908,-0.324,-0.382,-0.785,-0.206,-0.245,-0.687,-0.107,-0.153
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S79,2.951,2.736,29.021,127.183,synthetic_waveforms/Synthetic_4.mseed,-0.646,-0.109,-0.096,-1.147,-0.580,-0.612,-0.790,-0.253,-0.273,-0.752,-0.226,-0.232
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S80,0.951,2.958,142.123,140.859,synthetic_waveforms/Synthetic_4.mseed,-0.683,-0.069,-0.451,-0.992,-0.307,-0.431,-0.912,-0.241,-0.500,-0.819,-0.241,-0.314
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S81,1.173,2.958,134.999,122.294,synthetic_waveforms/Synthetic_4.mseed,-0.672,-0.072,-0.430,-0.964,-0.460,-0.515,-0.945,-0.298,-0.540,-0.819,-0.264,-0.445
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S82,1.396,2.958,125.537,106.262,synthetic_waveforms/Synthetic_4.mseed,-0.722,-0.109,-0.393,-0.929,-0.484,-0.569,-1.088,-0.512,-0.772,-0.854,-0.347,-0.502
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S83,1.618,2.958,113.196,94.066,synthetic_waveforms/Synthetic_4.mseed,-0.785,-0.173,-0.464,-0.946,-0.461,-0.633,-1.203,-0.754,-0.734,-0.903,-0.452,-0.557
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S84,1.840,2.958,98.122,87.329,synthetic_waveforms/Synthetic_4.mseed,-0.902,-0.322,-0.661,-1.042,-0.545,-0.641,-1.153,-0.393,-0.297,-1.011,-0.389,-0.281
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S85,2.062,2.958,81.851,87.323,synthetic_waveforms/Synthetic_4.mseed,-0.918,-0.468,-0.517,-1.064,-0.523,-0.606,-1.051,-0.285,-0.172,-1.027,-0.271,-0.170
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S86,2.284,2.958,66.773,94.050,synthetic_waveforms/Synthetic_4.mseed,-0.817,-0.282,-0.317,-0.949,-0.383,-0.365,-1.094,-0.404,-0.226,-0.931,-0.292,-0.215
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S87,2.507,2.958,54.427,106.239,synthetic_waveforms/Synthetic_4.mseed,-0.735,-0.167,-0.226,-0.808,-0.218,-0.321,-1.164,-0.548,-0.367,-0.786,-0.203,-0.245
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S88,2.729,2.958,44.961,122.266,synthetic_waveforms/Synthetic_4.mseed,-0.698,-0.137,-0.149,-0.903,-0.303,-0.358,-1.060,-0.432,-0.492,-0.820,-0.270,-0.268
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S89,2.951,2.958,37.834,140.827,synthetic_waveforms/Synthetic_4.mseed,-0.702,-0.133,-0.126,-1.006,-0.373,-0.423,-0.937,-0.387,-0.397,-0.818,-0.229,-0.259
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S90,0.951,3.181,134.995,157.234,synthetic_waveforms/Synthetic_4.mseed,-0.756,-0.136,-0.468,-0.936,-0.412,-0.586,-1.047,-0.480,-0.568,-0.885,-0.366,-0.426
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S91,1.173,3.181,127.871,140.843,synthetic_waveforms/Synthetic_4.mseed,-0.778,-0.155,-0.488,-0.993,-0.542,-0.643,-1.078,-0.475,-0.768,-0.894,-0.379,-0.557
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S92,1.396,3.181,119.050,127.169,synthetic_waveforms/Synthetic_4.mseed,-0.837,-0.214,-0.525,-1.049,-0.498,-0.708,-1.161,-0.699,-0.806,-0.953,-0.445,-0.602
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S93,1.618,3.181,108.427,117.168,synthetic_waveforms/Synthetic_4.mseed,-0.878,-0.280,-0.629,-0.990,-0.428,-0.642,-1.312,-0.736,-0.560,-0.990,-0.393,-0.494
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S94,1.840,3.181,96.327,111.829,synthetic_waveforms/Synthetic_4.mseed,-0.966,-0.417,-0.640,-1.099,-0.597,-0.709,-1.161,-0.384,-0.287,-1.065,-0.329,-0.276
Synthetic_4,6.146,1.951,2.181,1.500,324.224,34.177,128.024,3.752,PR.S95,2.062,3.181,83.639,111.821,synthetic_waveforms/Synthetic_4.mseed,-1.007,-0.562,-0.514,-1.151,-0.567,-0.726,-1.105,-0.275,-0.187,-0.995,-0.274,-0.185
